ID,id2,Macroarea,counts_wals,Longitude,Latitude
gny,guny1241,Australia,4,146.5,-26.5
guf,gupa1247,Australia,1,136,-12
NA,gupa1248,Africa,0,6.69128,8.21291
hwr,gura1251,Eurasia,7,45.5,35.75
grg,gura1252,Australia,16,134.4166667,-12.25
NA,gura1254,Multinesia,0,152.933,-4.26666
NA,gurd1238,Australia,0,141.145,-17.1653
ggu,gure1255,Australia,23,151,-25.25
NA,gurg1240,Eurasia,0,68.565,25.737
NA,gurg1241,Eurasia,0,54.43,36.83
gji,guri1247,Australia,2,130.6666667,-17.66666667
NA,guri1248,Multinesia,0,141.597,-3.5718
NA,guri1249,Australia,0,130.833,-17.4484
NA,gurm1246,Africa,0,6.79456,10.1487
gro,guro1248,Africa,1,-6,7
gur,guru1261,Eurasia,37,84.33333333,28.33333333
NA,guru1271,Africa,0,10.162,9.87332
NA,gusa1246,Multinesia,0,146.679,-6.28998
NA,gusi1246,Africa,0,-16.5026,12.7761
gus,gusi1247,Africa,1,34.83333333,-0.75
NA,gutn1238,Eurasia,0,19.1629,57.95167
NA,guwa1242,Australia,0,142.5243782,-21.35147706
NA,guwa1243,Australia,0,148.867,-27.8289
NA,guwa1244,Australia,0,153.3998245,-27.16698973
NA,guya1249,Australia,0,137.661,-34.739
NA,guya1250,Australia,0,151,-29.1
NA,guya1251,Multinesia,0,146.453,-5.70374
NA,guya1253,South America,0,-58.151363,6.795809
NA,gvok1239,Africa,0,13.7537,10.9918
NA,gwaa1239,Africa,0,9.11434,10.3069
NA,gwah1244,Multinesia,0,146.455,-5.64555
NA,gwam1244,Africa,0,5.07897,11.8081
NA,gwan1268,Africa,0,7.49931,9.20464
NA,gwar1240,Africa,0,7.88,9.49
NA,gwed1239,Multinesia,0,150.421,-10.2173
NA,gwen1239,Africa,0,37.6827,-3.68407
NA,gwer1238,Africa,0,33.8227,1.11392
kth,gwic1235,North America,2,-146,67
NA,gwii1239,Africa,0,21.9431,-22.2708
NA,gyel1242,Africa,0,10.2493,2.47457
NA,gyem1238,Africa,0,9.23923,10.4109
NA,haaa1252,Africa,0,30.4894,-3.77873
NA,habu1241,Multinesia,0,125.965,-8.76565
NA,hach1239,Eurasia,0,139.791389,33.109444
NA,hadi1240,Africa,0,37.7577,7.57377
NA,hado1235,Eurasia,0,75.8366,24.8546
NA,hadr1235,Eurasia,0,47.603,15.528
NA,hadr1236,Eurasia,0,48.6524,15.4468
had,hadz1240,Africa,13,35.16666667,-3.75
NA,haek1239,Multinesia,0,164.869,-21.0735
NA,haho1237,Multinesia,0,154.801,-5.59031
hai,haid1248,North America,111,-132,53
NA,haig1237,Multinesia,0,150.256,-10.2741
NA,hain1253,Africa,0,-5.65085,13.8734
NA,haio1238,Africa,0,17.0299,-19.7637
NA,haip1238,Eurasia,0,106.689,20.8537
hsl,hais1244,North America,1,-128.75,54
NA,hait1241,North America,0,-72.394,18.911
hcr,hait1244,North America,8,-72.5,19
NA,hait1245,North America,0,-72.285,18.541
NA,haji1235,Multinesia,0,104.714,-5.07781
NA,hajo1238,Eurasia,0,89.8594,25.5143
lai,haka1240,Eurasia,59,93.66666667,22.66666667
hak,hakk1236,Eurasia,36,116,25
NA,hako1237,Multinesia,0,154.594,-5.06832
hln,hala1252,Eurasia,3,107.5,14.5
NA,hala1253,Eurasia,0,107.86,14.9704
hlb,halb1244,Eurasia,4,81,21
kha,halh1238,Eurasia,144,105,47
hal,hali1244,Multinesia,38,154.6666667,-5.25
hli,halk1245,North America,3,-123,49.2
NA,hama1240,Multinesia,0,124.522,-8.26749
NA,hama1241,Africa,0,15.590037,9.951721
NA,hamb1245,Africa,0,24.2299,-2.49047
hmr,hame1242,Africa,25,36.5,5
ham,hamt1247,Multinesia,74,146.25,-7.5
NA,hang1258,Africa,0,-1.57833,9.33929
NA,hang1260,Africa,0,30.7074,-2.52347
hhu,hang1263,Multinesia,15,142.9166667,-3.833333333
NA,hann1241,North America,0,-140.352,64.5002
NA,hano1243,Eurasia,0,105.834,21.0245
rag,hano1246,Multinesia,25,168.1666667,-15.5
hnn,hanu1241,Multinesia,5,121.25,12.33333333
NA,hara1258,Africa,0,30.417,15.083
hrr,hara1271,Africa,1,42.16666667,9.25
NA,hari1246,Eurasia,0,77.064,31.784
NA,haro1237,Eurasia,0,108.995,13.2201
hrs,hars1241,Eurasia,2,56.5,20
NA,haru1244,Multinesia,0,128.476,-3.57029
har,haru1245,Multinesia,22,144.1666667,-5.083333333
NA,hary1238,Eurasia,0,76.0432,29.0166
NA,harz1239,Eurasia,0,48.2848,38.4341
NA,hash1238,Africa,0,8.66137,9.14063
ahs,hass1238,Africa,3,-10,20
hat,hata1243,Multinesia,72,134,-1
NA,hatt1246,Eurasia,0,40.3333,33.9833
NA,haun1238,Multinesia,0,141.625658,-4.292336
NA,haus1240,South America,0,-65.5,-54.7
NA,haus1246,Africa,0,7.168,8.486
hau,haus1257,Africa,148,7,12
hav,hava1248,North America,1,-112.5,35.75
NA,have1241,Multinesia,0,164.753,-21.0249
NA,havu1238,Africa,0,28.8624,-1.99975
NA,hawa1235,Multinesia,0,-158.002,21.6311
haw,hawa1245,North America,81,-155.5,19.58333333
hwc,hawa1247,North America,5,-158,21.5
NA,hawk1239,Australia,0,150.4952383,-33.11470744
hya,haya1250,Africa,31,31.5,-2
NA,haza1239,Eurasia,0,64.5105,33.3708
hdi,hdii1240,Africa,34,13.71666667,11.86666667
hba,hebr1245,Eurasia,13,35.16666667,31.75
heh,hehe1240,Africa,21,36,-8
NA,heib1243,Africa,0,30.5282,11.2908
hei,heil1246,North America,27,-127.5,52
NA,hela1238,Eurasia,0,85.6289,27.9212
NA,helo1243,Multinesia,0,123.377,-10.2647
NA,hema1238,Africa,0,30.0872,1.04953
hem,hemb1242,Africa,10,27.16666667,-6.25
NA,herd1236,Africa,0,14.9267,9.14343
her,here1253,Africa,5,19,-20.58333333
NA,herm1237,Multinesia,0,145.075,-1.52891
NA,hert1241,Eurasia,0,42.5192,37.373
NA,hewa1241,Multinesia,0,142.551,-5.03635
NA,heyo1240,Multinesia,0,142.471,-3.83003
NA,hezh1244,Eurasia,0,103.197,35.59
NA,hibi1243,South America,0,-77.7,-6.58333
hid,hida1246,North America,31,-102.5,47
NA,hier1240,Eurasia,0,34.615278000000004,40.019722
NA,higa1237,Multinesia,0,125.071,8.61202
cho,high1242,North America,16,-95.75,16.25
tos,high1243,North America,2,-97.41666667,19.91666667
NA,high1275,Multinesia,0,119.928,-5.26559
zqs,high1276,North America,27,-95.16666667,18.33333333
nsz,high1278,North America,3,-97.33333333,19.58333333
arh,hija1235,Eurasia,3,38,26
NA,hiju1238,Africa,0,10.9081,4.39641
hil,hili1240,Multinesia,29,123,10.25
NA,hima1247,South America,0,-64.70047,-6.25217
NA,hind1267,Eurasia,0,77.144,31.016
hin,hind1269,Eurasia,144,77,25
NA,hind1273,Eurasia,0,5.4013,52.9427
hnk,hinu1240,Eurasia,1,46,42.16666667
NA,hiri1235,Multinesia,0,146.23458,-8.31658
NA,hiri1236,Multinesia,0,144.912033,-7.775138
NA,hiri1237,Multinesia,0,147.083,-9.33333
NA,hitt1242,Eurasia,0,35,40
NA,hitu1239,Multinesia,0,128.186,-3.57478
NA,hiww1237,Multinesia,0,166.584857,-13.126367
hix,hixk1239,South America,138,-59,-1
lic,hlai1239,Eurasia,20,109.5,19
NA,hlep1236,Eurasia,0,103.733,23.591
NA,hler1235,Eurasia,0,101.4,24.4
hma,hmar1241,Eurasia,28,93,24.16666667
NA,hmon1263,Eurasia,0,104.589,21.5211
hmo,hmon1264,Eurasia,121,105,28
NA,hmon1331,Eurasia,0,105.08171,23.22649
NA,hmon1332,Eurasia,0,104.182,22.7962
hmd,hmon1333,Eurasia,8,105,26
NA,hmwa1243,Multinesia,0,164.768,-20.9246
huc,hoaa1235,Africa,26,25,-25.5
hoa,hoav1238,Multinesia,37,157.5,-8.083333333
NA,hoby1242,Eurasia,0,52.8334,17.216
NA,hoch1237,Eurasia,0,106.68073,10.78646
wnb,hoch1243,North America,8,-88.5,43.5
NA,hoia1235,Multinesia,0,143.7007,-7.8228
NA,holi1239,Eurasia,0,79.9164,21.5259
NA,holi1241,North America,0,-159.831,62.7266
NA,holm1250,Africa,0,13.19949,9.96843
hol,holo1240,Africa,21,29.91666667,-5.166666667
NA,holu1245,Africa,0,17.572,-8.14754
NA,homa1239,Africa,0,28.0039,4.97912
arw,homs1234,Eurasia,43,43.5,38.5
NA,hond1239,North America,0,-87.224,14.622
NA,hone1235,Africa,0,10.9206,9.79715
hks,hong1241,Eurasia,2,114,22.5
NA,honi1244,Eurasia,0,101.886,23.2074
ho,hooo1248,Eurasia,21,86,22
hop,hopi1249,North America,60,-110,36
NA,hora1238,Multinesia,0,131.172218,3.005176
NA,horn1235,Eurasia,0,104.9,26.8
NA,horo1245,Africa,0,8.98482,9.05742
NA,horo1247,Africa,0,18.378,9.239
NA,horp1239,Eurasia,0,101.72,31.1026
NA,horu1241,Multinesia,0,129.387,-3.12875
NA,hote1245,Multinesia,0,146.869,-7.07708
NA,hoti1237,Multinesia,0,130.168,-3.0083
NA,hovo1239,Multinesia,0,113.897,0.9841
NA,hoya1235,Multinesia,0,143.2783,-7.7935
NA,hozo1236,Africa,0,34.60448,9.38875
NA,hpon1238,Eurasia,0,97.1142,24.4606
NA,hran1239,Eurasia,0,93.351,24.4559
hre,hree1244,Eurasia,1,108.6666667,14.66666667
NA,hrus1242,Eurasia,0,92.63,27.27
xoo,huaa1248,Africa,34,21.5,-24
hua,huaa1250,Multinesia,56,145.3333333,-6.333333333
NA,huac1244,South America,0,-71.22749,-13.31951
qhu,hual1241,South America,52,-75.5,-9.5
hmb,huam1247,South America,2,-78,-4
NA,huam1248,South America,0,-76.3372,-9.15718
grj,huar1255,North America,29,-108.6666667,27.75
htc,huas1242,North America,62,-99.33333333,22.08333333
nhh,huas1257,North America,35,-99,22
NA,huau1237,Multinesia,0,129.202,-2.95835
mzh,huau1238,North America,16,-96.83333333,18.25
NA,huax1236,North America,0,-96.9537,18.8989
NA,huay1240,South America,0,-77.7768,-9.38709
NA,huay1241,South America,0,-75.2055,-12.1809
klb,huba1236,Africa,2,13.16666667,10.33333333
tee,hueh1236,North America,43,-98,20.5
NA,huet1235,North America,0,-84.255066,10.159775
hui,huic1243,North America,36,-104,22
NA,huil1244,South America,0,-72.767,-40.0694
NA,huit1252,North America,0,-97.1236,16.9476
NA,huiz1242,Eurasia,0,118.232,29.7646
NA,huku1237,Multinesia,0,126.194,-3.274
NA,hula1239,Multinesia,0,147.705,-9.99427
NA,hula1244,Eurasia,0,43.4865,31.9111
NA,huli1244,Multinesia,0,142.963,-5.97212
NA,hulu1246,Multinesia,0,128.587,-2.87389
NA,humb1243,Africa,0,-1.69301,15.2948
NA,hume1246,Multinesia,0,147.562,-9.70693
NA,huml1238,Eurasia,0,81.5659,30.1451
hnd,hund1239,Africa,34,28.83333333,-1.166666667
NA,hung1263,Eurasia,0,19.052084,47.49236
hun,hung1274,Eurasia,155,20,47
NA,hung1275,Eurasia,0,104.772,18.7849
NA,hung1276,Africa,0,6.3024,10.3243
NA,hung1278,Africa,0,18.4312,-3.69695
NA,hung1280,Africa,0,18.192062,-9.164628
NA,hunj1241,Multinesia,0,147.9,-8.92
duk,huns1239,Africa,37,5.083333333,11.16666667
hzb,hunz1247,Eurasia,121,46.25,42.16666667
hup,hupa1239,North America,55,-123.6666667,41.08333333
hpd,hupd1244,South America,43,-69.25,0.166666667
NA,hupl1238,Multinesia,0,139.164,-4.36349
NA,hurr1240,Eurasia,0,43.3154,40.7339
NA,hutt1235,North America,0,-97,40
NA,huuu1240,Eurasia,0,100.881,22.0163
NA,huzh1238,Eurasia,0,101.95904,36.84174
NA,hwan1240,Africa,0,12.7683,10.3633
NA,hyaa1239,Africa,0,13.526,10.4814
NA,hyam1245,Africa,0,7.95163,9.57832
iaa,iaai1238,Multinesia,71,166.5833333,-20.41666667
NA,iama1237,Multinesia,0,150.573,-9.45005
NA,iapa1241,South America,0,-53.3269,0.97588
iat,iatm1242,Multinesia,4,143.25,-4.25
iau,iauu1242,Multinesia,32,137.5,-3.166666667
NA,ibal1241,Africa,0,15.3893,-4.20697
NA,ibal1244,Multinesia,0,120.695,16.4263
NA,iban1261,Africa,0,7.23558,4.49119
iba,iban1264,Multinesia,50,112,2
ibn,iban1267,Multinesia,1,121.6666667,17.5
iva,ibat1238,Multinesia,14,122,20.5
NA,iber1250,Eurasia,0,0.212401,40.624
ibi,ibib1240,Africa,1,7.833333333,5.25
NA,ibil1238,Africa,0,6.08384,7.42662
NA,ibin1241,Africa,0,8.15254,4.59603
NA,ibok1234,Africa,0,4.72799,7.78559
NA,ibuo1242,Africa,0,7.93108,5.49672
NA,ibuu1240,Multinesia,0,127.542,1.50556
ics,icel1236,Eurasia,2,-18,65
ice,icel1247,Eurasia,77,-17,65
NA,icel1248,Eurasia,0,-22.3,65.78
NA,icev1238,Africa,0,9.50264,6.42426
beg,idaa1241,Multinesia,4,118.8333333,5.25
NA,idak1243,Africa,0,34.817,0.21557
NA,idat1237,Multinesia,0,125.832,-8.76258
NA,ider1238,Africa,0,8.0831,5.21188
NA,ides1238,Africa,0,6.2929,7.34629
NA,idii1243,Multinesia,0,142.301,-8.75976
ido,idom1241,Africa,17,7.5,6.916666667
NA,idon1238,Africa,0,7.78151,10.2175
idu,idum1241,Eurasia,18,95.83333333,29.33333333
NA,idun1241,Africa,0,7.77525,9.12585
idn,idun1242,Multinesia,32,150.25,-9.333333333
NA,ifee1241,Africa,0,1.58494,7.63568
NA,ifoo1237,Multinesia,0,169.007,-18.7668
NA,igal1242,Africa,0,7.17974,7.34325
NA,igan1243,Multinesia,0,144.841,-4.70942
ige,iged1239,Africa,26,8.166666667,7
ign,igna1246,South America,38,-65.41666667,-15.16666667
NA,igoo1238,Africa,0,0.67846,7.25499
NA,igut1238,Africa,0,8.81708,9.98505
NA,igwe1238,Africa,0,6.08157,7.10878
iha,ihaa1241,Multinesia,6,132.25,-2.916666667
NA,ihab1241,Multinesia,0,132.294,-2.935
NA,ihie1238,Africa,0,6.08581,7.00917
NA,ijaz1238,Africa,0,6.9861,8.97183
NA,ikaa1238,Africa,0,6.31058,6.36423
NA,ikar1243,Australia,0,143.349,-15.538
NA,ikhi1234,Africa,0,5.936957,7.146202
NA,ikiz1238,Africa,0,34.3589,-1.9915
ik,ikkk1242,Africa,63,34.16666667,3.75
NA,ikob1240,Multinesia,0,143.618,-7.30342
NA,ikom1245,Africa,0,34.5361,-1.94989
NA,ikoo1245,Africa,0,7.9866,4.56197
NA,ikpe1243,Africa,0,6.17647,7.04475
NA,ikpe1245,South America,0,-53.49553,-11.37822
kpo,ikpo1238,Africa,4,0.833333333,7.5
NA,ikug1238,Africa,0,7.84105,10.27852
NA,ikul1238,Africa,0,7.86684,10.1339
NA,ikwe1242,Africa,0,6.86651,5.04333
ila,ilaa1246,Africa,31,26.5,-15.58333333
NA,ilea1237,Multinesia,0,123.442,-8.38636
NA,ilia1236,Multinesia,0,124.766,7.34448
NA,ilit1241,Eurasia,0,80.4957,44.0089
NA,iliu1237,Multinesia,0,125.902,-7.84385
ilo,ilok1237,Multinesia,21,121,16
NA,ilon1239,Multinesia,0,121.547,16.3785
NA,ilue1241,Africa,0,8.25236,4.78618
NA,ilwa1237,Africa,0,39.793,-0.66322
qim,imba1240,South America,129,-78,0.333333333
NA,imbo1238,Multinesia,0,144.026,-6.13629
NA,imer1236,Africa,0,-16.34726,18.37331
imo,imon1245,Multinesia,126,141.1666667,-3.333333333
NA,impe1235,Eurasia,0,42.185,33.905
NA,imro1237,Multinesia,0,129.651,-7.96772
NA,imun1234,Multinesia,0,146.565049,-8.07528
NA,inab1237,Multinesia,0,124.166,12.4264
NA,inap1241,Multinesia,0,144.9,-4.67614
NA,inap1242,South America,0,-69.30827,-12.46525
NA,inar1241,Eurasia,0,27.8658,69.4229
ipi,indi1237,Eurasia,2,80,24
NA,indo1291,Multinesia,0,112.378,-7.908
NA,indo1316,Multinesia,0,109.716,-7.33458
baj,indo1317,Multinesia,35,123,-4.333333333
NA,indr1247,Africa,0,25.9848,8.81513
NA,indu1241,Eurasia,0,73.0154,35.3389
NA,ineb1235,Multinesia,0,141.892,-3.38015
cin,ines1240,North America,15,-120.25,34.66666667
iga,inga1252,South America,5,-77,1
NA,inga1254,South America,0,-54.254151,-24.621052
izh,ingr1248,Eurasia,1,29,59
ing,ingu1240,Eurasia,113,45.08333333,43.16666667
NA,inla1260,Multinesia,0,120.65389,17.61752
NA,inma1234,South America,0,-77.01956,-12.14477
NA,inok1238,Multinesia,0,145.539,-6.32311
NA,inon1237,Multinesia,0,122.03,12.284
NA,inor1238,Africa,0,37.7968,7.94883
kbi,inpu1234,Eurasia,1,94,24.83333333
NA,inte1239,Eurasia,0,2.615,48.203
isl,inte1259,North America,1,-170,40
NA,inte1263,Eurasia,0,17.44454,49.07835
NA,inth1238,Eurasia,0,96.9388,20.392
NA,inui1247,North America,0,-68.519722,63.748611
NA,ioit1234,Multinesia,0,146.586897,-8.103849
oto,iowa1245,North America,3,-96,40.5
NA,ipai1240,North America,0,-116.993,33.005
NA,ipal1235,North America,0,-98.0129,16.5053
NA,ipik1244,Multinesia,0,144.863,-7.37424
NA,ipil1240,Multinesia,0,143.089,-5.42586
NA,ipul1238,Africa,0,9.64676,6.2918
iqu,iqui1243,South America,41,-74,-3.25
NA,iran1262,Multinesia,0,118.224,4.3362
irx,iran1263,South America,36,-58,-13
irq,iraq1241,Africa,118,35.5,-4
NA,iraq1246,Eurasia,0,44.377867,33.308738
irr,irar1238,Multinesia,47,133.5,-3
NA,iray1237,Multinesia,0,120.65,13.381
NA,ires1239,Multinesia,0,135.025,-3.62803
NA,irig1241,Africa,0,8.6525,9.85197
NA,irig1242,Multinesia,0,123.331,13.3896
irs,iris1235,Eurasia,2,-7.5,53.5
ird,iris1253,Eurasia,13,-8,55
NA,iron1242,Eurasia,0,44.61,42.98
NA,irrr1240,Eurasia,0,106.564,15.7188
NA,irul1243,Eurasia,0,79.95209,12.70645
NA,isab1240,Multinesia,0,145.462,-5.83809
NA,isan1243,Africa,0,34.846,-3.99991
NA,isar1235,Multinesia,0,123.332,13.651
NA,isco1239,South America,0,-74.5193,-7.75236
NA,iseb1246,Multinesia,0,145.691,-5.20719
ise,isek1239,Africa,4,5.5,5.666666667
ish,ishk1246,Eurasia,1,72,37
NA,isim1234,Africa,0,35.42881,-3.423772
NA,isin1239,Multinesia,0,121.12,16.3299
isi,isir1237,Multinesia,3,138.5,-1.833333333
NA,isla1277,North America,0,-119.503678,33.246079
NA,isla1278,North America,0,-61.342957,15.364795
isn,isna1241,Multinesia,1,121,18.25
iso,isok1239,Africa,13,6.25,5.5
iss,isra1236,Eurasia,2,34.83333333,32
NA,isse1238,Africa,0,34.413574,-2.019886
NA,isth1238,North America,0,-95.0681,16.9481
NA,isth1240,North America,0,-94.7347,17.9401
npa,isth1241,North America,2,-94.75,18.25
nmi,isth1242,North America,6,-94.83333333,18.25
zai,isth1244,North America,43,-95,16.416667
NA,istr1244,Eurasia,0,13.64,45.088
NA,istr1245,Eurasia,0,14.2,45.433
NA,isuf1235,Africa,0,9.36535,3.96758
NA,isum1240,Africa,0,9.96577,6.63731
NA,isya1234,Multinesia,0,115.32536,-8.54133
NA,isya1235,Multinesia,0,107.60412,-6.91094
lii,ital1275,Eurasia,2,13,42
ifi,ital1282,Eurasia,1,11.25,43.75
itw,itaw1240,Multinesia,2,121.5,17.75
ite,itel1242,Eurasia,57,157.5,57
NA,iten1243,South America,0,-64.9841,-12.2994
NA,iter1241,Multinesia,0,141.585,-4.11998
NA,itik1240,Multinesia,0,139.341,-2.18342
ito,iton1250,South America,28,-64.33333333,-12.83333333
NA,itoo1242,Africa,0,8.04626,5.14438
NA,itum1245,Africa,0,7.80378,5.52679
NA,itun1239,North America,0,-97.59753,16.77876
itz,itza1241,North America,14,-89.83333333,17
mie,iumi1238,Eurasia,44,111,25
NA,ivat1242,Multinesia,0,121.85,20.77
NA,ivbi1241,Africa,0,6.21209,7.15307
iwa,iwai1244,Australia,18,132.6666667,-11.5
NA,iwak1237,Multinesia,0,120.78633,16.30448
NA,iwal1237,Multinesia,0,146.983,-7.20938
iwm,iwam1256,Multinesia,35,142,-4.333333333
NA,iwur1240,Multinesia,0,140.823,-5.11036
ixc,ixca1245,North America,2,-97.16666667,17.83333333
NA,ixca1246,North America,0,-96.5719,18.1531
ixi,ixil1251,North America,12,-91,15.5
NA,ixta1235,North America,0,-97.5759,16.5774
oix,ixte1237,North America,9,-97.91666667,19.08333333
NA,iyay1238,Africa,0,5.84326,7.30076
NA,iyiv1238,Africa,0,9.53302,6.50437
NA,iyoj1235,South America,0,-63.2383,-22.1896
NA,iyoo1238,Multinesia,0,146.092,-5.84161
NA,iyow1239,South America,0,-62.6508,-22.2067
jar,izer1241,Africa,29,10.5,9.5
izi,izie1238,Africa,40,8,6.333333333
ijo,izon1238,Africa,71,5.666666667,4.916666667
NA,izor1238,Africa,0,8.76468,10.4735
NA,jaba1234,Eurasia,0,43.2416905,16.9092
jad,jadd1243,Eurasia,7,79,30.83333333
NA,jadg1238,Eurasia,0,63.535,26.9682
NA,jaha1245,Africa,0,-12.7262,11.5399
NA,jahh1242,Eurasia,0,102.291,3.67619
NA,jair1235,Multinesia,0,140.104,-6.79732
NA,jaka1245,Eurasia,0,68.611035,36.001755
NA,jaku1244,Eurasia,0,103.342,2.64582
NA,jala1237,North America,0,-96.4977,18.0803
NA,jalk1242,Africa,0,-5.21959,10.5426
NA,jama1256,North America,0,-76.9321,17.9997
NA,jama1261,South America,0,-66.5662,-7.62223
jcr,jama1262,North America,1,-77.25,18.16666667
NA,jama1263,North America,0,-77.758042,18.049925000000002
NA,jamb1236,Multinesia,0,103.13,-2.6469
mja,jami1235,North America,3,-97.83333333,16.25
jms,jams1239,Africa,37,-2.5,14.41666667
NA,jamt1238,Eurasia,0,14.56,63.12
NA,jana1236,Africa,0,11.384125,9.661135
NA,jand1246,Eurasia,0,69.76,25.617
NA,jang1254,Eurasia,0,78.4344,31.5666
NA,jang1257,Multinesia,0,110.647,0.29738
NA,janj1240,Africa,0,8.63029,10.1197
nih,japa1238,Eurasia,2,139,36
NA,japh1234,Eurasia,0,102.36,32.1
jpr,japr1238,South America,13,-73,10.5
jaq,jaqa1244,South America,65,-76,-13
jrw,jara1245,Eurasia,6,92.58333333,12
NA,jara1263,Africa,0,9.61,9.8
NA,jara1266,Eurasia,0,107.813,13.6161
NA,jara1274,Africa,0,11.7036,10.5232
jwr,jara1276,South America,4,-65.5,-7.5
djr,jaru1254,Australia,35,128,-18.75
NA,jauj1238,South America,0,-75.2786,-11.6747
NA,jaun1243,Eurasia,0,77.9084,30.5587
NA,javi1237,Multinesia,0,110.419809,-7.032902
NA,jawe1237,Multinesia,0,164.676,-20.6648
NA,jaya1242,Africa,0,17.9415,12.3707
jeb,jebe1250,South America,46,-76.5,-5.416666667
NA,jede1239,Eurasia,0,101.75,5.3
jah,jeha1242,Multinesia,2,101.5,5.75
jeh,jehh1245,Eurasia,15,107.8333333,15.16666667
NA,jeju1234,Eurasia,0,126.5554,33.3805
jem,jeme1245,North America,2,-107,35.83333333
NA,jena1242,Africa,0,-4,15.5
NA,jenn1240,Eurasia,0,76.5767,11.5041
NA,jere1244,Africa,0,8.95834,10.1962
jel,jeri1242,Africa,16,-5.666666667,9.5
NA,jeru1240,Eurasia,0,86.2547,27.1741
NA,jewi1240,Eurasia,0,44.245,32.273
NA,jhan1234,Eurasia,0,82.9,28.933333
NA,jiam1236,Eurasia,0,109.854,18.5548
NA,jiba1237,Africa,0,11.5099,9.26508
NA,jibu1239,Africa,0,11.3086,7.49214
apj,jica1244,North America,3,-104,36.58333333
NA,jiid1238,Africa,0,44.1294,1.84353
NA,jilb1238,Africa,0,14.5794,11.7992
NA,jili1241,Multinesia,0,145.706,-5.56611
NA,jimi1254,Africa,0,13.5258,10.251
NA,jimi1255,Africa,0,9.8118,10.7299
NA,jina1244,Africa,0,14.9611,11.3555
jin,jino1236,Eurasia,10,101,22
NA,jiny1235,Eurasia,0,111.278,38.8284
NA,jion1236,Eurasia,0,110.007,23.8692
NA,jira1235,South America,0,-69.7,10.57
NA,jire1238,Eurasia,0,86.3201,27.6931
yir,jirj1239,Australia,12,141.8333333,-14.83333333
NA,jiru1238,Africa,0,10.5872,8.64125
NA,jita1239,Africa,0,33.9141,-1.62681
NA,jito1235,North America,0,-92.858395,17.054524
NA,jizh1234,Eurasia,0,110.868,21.388
NA,jjuu1238,Africa,0,7.97167,9.83116
NA,joba1238,Africa,0,28.9978,-3.4578700000000002
NA,jofo1235,Multinesia,0,139.2969,-2.2478
csk,jola1262,Africa,2,-16.75,12.5
dio,jola1263,Africa,94,-16.25,13
NA,jonk1238,Africa,0,19.0954,11.5034
NA,jora1240,South America,0,-63.2094,-15.7492
lgh,jord1238,Eurasia,2,35.83333333,34
NA,jord1239,Eurasia,0,35.85852,32.5403
NA,jort1240,Africa,0,9.361,9.065
NA,jova1234,North America,0,-109,28.5
NA,jowu1238,Africa,0,-5.47873,10.7691
jun,juan1238,Eurasia,2,86,21.33333333
NA,jude1255,Eurasia,0,11.4723,43.1284
NA,jude1256,Eurasia,0,48.264749,42.068306
NA,jude1257,Eurasia,0,43.57147,31.45071
NA,jude1262,Africa,0,-7.95,30.9
NA,jude1264,Eurasia,0,34.7422,31.9567
NA,jude1265,Africa,0,-7.5,33.5
NA,jude1266,Eurasia,0,41.2595,31.5339
NA,jude1267,Eurasia,0,45,15
NA,jude1268,Eurasia,0,48.498392,34.794267
juh,juho1239,Africa,121,21,-19
juk,juku1254,Africa,36,10.41666667,6.916666667
NA,julu1237,Africa,0,29.552753,11.528258
NA,juma1248,North America,0,-104.39797,29.52316
jum,juma1249,South America,3,-64,-7.5
NA,juma1250,South America,0,-68.295609,-1.930054
NA,jumj1238,Africa,0,33.7494,10.4349
NA,juml1238,Eurasia,0,82.437,29.1708
NA,juml1239,Eurasia,0,82.183333,29.275278
NA,jupu1235,South America,0,-70,-0.5
NA,juqu1238,North America,0,-95.8484,16.8912
NA,jura1242,Eurasia,0,84.1204,19.091
jur,jurc1239,Eurasia,1,130,47
NA,juri1235,South America,0,-69.984741,-1.358881
jmo,jurm1239,Africa,41,30,6
jrn,juru1256,South America,1,-54.5,-5
NA,juti1236,Eurasia,0,9.38924,54.911
NA,juuu1243,Africa,0,9.81175,10.1845
NA,juwa1238,Multinesia,0,143.681,-3.78596
NA,juxt1235,North America,0,-98.0146,17.3518
NA,jwir1241,Africa,0,-2.10891,5.10752
NA,kaam1238,Africa,0,13.284,-4.0409
NA,kaan1246,Africa,0,-3.70994,10.1675
NA,kaan1247,Africa,0,12.1508,9.70781
NA,kaan1248,Eurasia,0,93.6262,21.5091
kbt,kaba1276,Eurasia,12,49.41666667,36.75
kab,kaba1278,Eurasia,58,43.5,43.5
NA,kaba1281,Africa,0,16.7344,7.64972
NA,kaba1292,Africa,0,16.2821,9.38373
NA,kabi1260,Australia,0,153.1539929,-25.44486229
kby,kabi1261,Africa,22,1.166666667,9.666666667
NA,kabi1264,South America,0,-58.9931,-14.2403
NA,kabo1247,Multinesia,0,124.539,-8.17316
NA,kabo1248,Multinesia,0,141.88,-3.32403
NA,kabr1240,Africa,0,34.83,0.29
NA,kabu1249,Multinesia,0,132.528,-1.92547
NA,kabu1254,Eurasia,0,69.691,25.292
NA,kabu1256,Africa,0,-23.6148,15.0586
NA,kabw1241,Africa,0,34.3923,-1.7124
NA,kabw1242,Africa,0,29.1684,-4.36966
kbl,kaby1243,Africa,36,5,36.5
