ID,id2,Macroarea,counts_wals,Longitude,Latitude
NA,seta1246,Multinesia,0,141.833,-5.31134
NA,seti1248,Multinesia,0,141.827,-3.45521
NA,sett1235,Africa,0,28.6923,-15.6067
ojs,seve1240,North America,6,-90,53
NA,sewa1251,Multinesia,0,150.956,-10.0277
NA,seyc1234,Africa,0,55.45,-4.62
NA,seze1235,Africa,0,34.6449,9.50764
ksg,sgaw1245,Eurasia,53,97,18
NA,shaa1247,Africa,0,8.77569,9.23281
NA,shab1251,Eurasia,0,43.144,36.375
shb,shab1252,Africa,26,35.41666667,7.583333333
NA,shah1253,Eurasia,0,53.32,35.778
klr,shah1254,Eurasia,12,48,37
NA,shal1242,Africa,0,9.64988,9.87556
NA,sham1277,Africa,0,8.05163,9.47
NA,sham1278,Africa,0,6.20275,10.4369
shm,sham1280,Africa,23,38.25,-4.25
NA,shan1274,Eurasia,0,101.30739,31.79891
sha,shan1277,Eurasia,17,98,22
NA,shan1278,Africa,0,7.859461,9.453585
NA,shan1282,Africa,0,4.41464,11.2752
NA,shan1283,South America,0,-73.3264,-8.00919
NA,shan1291,Africa,0,25.814035,-17.309869
NA,shar1244,Multinesia,0,167.138859,-15.255284
shh,shar1245,South America,22,-70,-11
NA,shar1249,Africa,0,13.5657,10.1414
shs,shas1239,North America,26,-122.6666667,41.83333333
sht,shat1244,Africa,29,30,10.83333333
NA,shau1238,Africa,0,9.06674,10.275
shw,shaw1249,North America,3,-83,40
NA,sheb1234,South America,0,-58.64639,6.74291
NA,shee1238,Eurasia,0,114.814,23.0399
jib,sheh1240,Eurasia,1,55,17.5
skw,shek1243,Eurasia,20,75.5,28
moc,shek1244,Africa,2,35.5,7.583333333
NA,shek1245,Africa,0,35.2826,7.05022
NA,shel1236,Eurasia,0,-7.73983,53.7907
NA,shen1247,Eurasia,0,92.591,22.1901
NA,shen1251,Africa,0,8.63921,10.52559
she,sher1255,Eurasia,27,86.83333333,27.75
shd,sher1257,Eurasia,2,92.5,27
NA,sher1258,Africa,0,-12.7405,7.77585
NA,shes1236,Eurasia,0,82.6467,27.9437
NA,shih1239,Eurasia,0,56.1711,25.939
NA,shii1238,Africa,0,28.6122,-2.55777
NA,shik1242,Africa,0,9.72769,10.5238
shl,shil1265,Africa,39,31.75,9.666666667
sna,shin1264,Eurasia,33,74,36
NA,shin1267,South America,0,-62.3404,-14.3798
shk,ship1254,South America,118,-75,-7.5
NA,shiw1234,Africa,0,11.947061,-0.091645
NA,shix1238,Eurasia,0,100.4,28.3895
NA,shol1240,Eurasia,0,77.2211,11.9458
smp,shom1245,Eurasia,8,93.75,7
krg,shon1251,Africa,2,31,-20
NA,shoo1247,Africa,0,10.9642,8.92577
shr,shor1247,Eurasia,3,88,53
sho,shos1248,North America,20,-114,41
NA,shua1252,Eurasia,0,5.06601,44.1692
det,shua1254,Africa,13,24.5,-20.5
jiv,shua1257,South America,51,-78,-2.5
NA,shub1238,Africa,0,31.0681,-2.97663
rsh,shug1248,Eurasia,1,71.5,38.16666667
NA,shum1235,Eurasia,0,70.782866,34.73008
NA,shum1243,Eurasia,0,78.3865,31.6862
shu,shus1248,North America,57,-120,52
NA,shuw1238,Africa,0,14,12.25
NA,shwa1239,Africa,0,30.3533,11.2708
plg,shwe1236,Eurasia,31,96.66666667,22.66666667
NA,sial1240,Multinesia,0,147.574,-6.07688
sme,siam1242,Africa,25,-4.916666667,11
NA,sian1254,Multinesia,0,114.693,-0.38398
NA,sian1255,Multinesia,0,113.843,2.66154
sia,sian1257,Multinesia,28,145.2,-6.083333333
sir,siar1238,Multinesia,29,152.9166667,-4.666666667
NA,siaw1243,Multinesia,0,141.42,-4.05312
NA,sibe1248,Multinesia,0,155.412,-6.43149
NA,sibe1250,Eurasia,0,72.5642,57.4921
NA,sibu1258,Multinesia,0,111.763,2.26758
NA,sica1234,Eurasia,0,13.51352,37.53147
yi,sich1238,Eurasia,15,103,28
NA,sici1248,Eurasia,0,14.0414,37.5735
NA,sici1249,Africa,0,-5.28932,11.1789
NA,sicu1234,Eurasia,0,14.84133,37.533968
sid,sida1246,Africa,35,38.5,6.666666667
NA,side1240,Eurasia,0,31.917,36.764
err,siee1239,Multinesia,56,169.1666667,-18.83333333
NA,sier1246,Africa,0,-13.235,8.483
NA,sier1248,North America,0,-96.9,18.45
zaj,sier1250,North America,2,-96.58333333,17.5
NA,sigh1238,Africa,0,13.1214,-0.95605
NA,siha1245,Multinesia,0,145.574,-5.28029
NA,sihu1235,South America,0,-77.5319,-8.49346
NA,sika1261,Multinesia,0,162.72952,-8.378194
sik,sika1262,Multinesia,1,122.25,-8.7
skr,sika1263,Multinesia,10,138.25,-2.916666667
NA,siki1239,South America,0,-57.9221,3.01294
skk,sikk1242,Eurasia,32,88.5,27.83333333
bla,siks1238,North America,43,-112.6666667,50
skl,siku1242,Multinesia,3,96,2.666666667
NA,sila1247,Eurasia,0,102.134,21.6888
mxs,sila1250,North America,2,-98.16666667,17.5
NA,sile1253,Eurasia,0,16.9491,50.9656
NA,sile1255,Multinesia,0,145.225,-4.98243
NA,sili1247,Multinesia,0,142.397,-3.60838
NA,sili1249,Multinesia,0,139.003,-4.52544
NA,silo1240,Multinesia,0,145.586,-5.12302
NA,silt1240,Africa,0,38.1449,7.77004
NA,sima1258,Africa,0,22.6455,-15.7434
NA,simb1254,Africa,0,11.1783,-1.28107
NA,simb1255,Multinesia,0,145.603,-7.02259
NA,simb1256,Multinesia,0,156.541,-8.26947
NA,simb1259,Multinesia,0,151.957,-4.88618
sim,sime1241,Multinesia,13,96.25,2.5
NA,sime1242,Multinesia,0,155.423,-6.23022
NA,simt1238,Eurasia,0,93.3265,24.5444
sng,sina1266,Multinesia,43,147.8333333,-9.833333333
NA,sina1269,Multinesia,0,142.367,-3.42446
tba,sina1271,Multinesia,22,145,-6.083333333
NA,sina1273,Multinesia,0,145.025508,-5.954719
NA,sind1270,Eurasia,0,69.0008,24.5408
sdh,sind1272,Eurasia,18,69,26
NA,sind1277,North America,0,-97.3036,17.02
NA,sing1237,Eurasia,0,103.864,1.33069
NA,sing1264,Eurasia,0,95.606,27.296
NA,sing1266,Africa,0,33.8997,-0.24587
snh,sinh1246,Eurasia,45,80.5,7
NA,sini1242,Africa,0,-0.78772,13.7206
NA,sini1243,North America,0,-97.5904,17.221800000000002
NA,sins1241,Multinesia,0,145.599,-5.64336
rbg,sint1235,Eurasia,1,16.5,47.5
NA,siny1243,Africa,0,22.5278,12.1895
sin,sion1247,South America,35,-76.25,0.333333333
sio,sioo1240,Multinesia,42,147.3333333,-5.95
qum,sipa1247,North America,36,-91.75,15.25
NA,sira1263,Eurasia,0,75.545125,33.143621
NA,sira1266,Africa,0,10.4635,-1.78084
sry,sira1267,Eurasia,1,120.25,23
ysi,sire1246,Eurasia,3,-174,64.5
srn,siri1273,South America,44,-64,-15.58333333
sri,siri1274,South America,2,-70.16666667,0.75
NA,siri1278,Africa,0,9.66743,10.764
NA,sirm1239,Eurasia,0,77.17,31.1
sro,siro1249,Multinesia,45,146,-5.5
NA,sisi1250,Multinesia,0,156.83,-7
NA,siss1242,Africa,0,-2.38217,11.0916
NA,siss1243,Multinesia,0,142.049,-3.0197600000000002
NA,siti1241,Africa,0,-2.75,9.1667
gyc,situ1238,Eurasia,28,102,31.5
siu,sius1254,North America,54,-124,44
NA,siva1239,Eurasia,0,52.92,30.08
NA,sivi1235,South America,0,-73.86124,-12.51094
mot,siwa1245,Multinesia,34,155.4166667,-6.616666667
bsi,siwi1239,Africa,7,25.5,29.16666667
NA,siwu1238,Africa,0,0.44362,7.23811
chs,siyi1240,Eurasia,32,94,23.83333333
NA,skep1238,South America,0,-58.5626,6.05191
NA,skol1241,Eurasia,0,29.7204,68.8326
sla,slav1253,North America,143,-125,67
NA,slav1254,Eurasia,0,14.7,41.89
NA,slov1263,Eurasia,0,18.1248,48.0463
slo,slov1268,Eurasia,43,15,46
svk,slov1269,Eurasia,13,20,49
NA,smal1236,Eurasia,0,105.1,26.55
NA,smar1235,Multinesia,0,140.897,-8.91812
sob,sobe1238,Multinesia,34,138.75,-1.916666667
NA,soca1235,Africa,0,12.525,3.68257
csc,soch1239,North America,1,-96.66666667,17.75
NA,sode1235,Africa,0,23.6907,1.25037
NA,soga1242,Africa,0,33.3942,0.40456
NA,sogd1245,Eurasia,0,66.983,39.7
NA,soii1239,Eurasia,0,54.5964,31.8542
NA,soko1263,Africa,0,17.6423,11.4634
NA,soli1239,Africa,0,28.7934,-15.5213
NA,solo1257,Multinesia,0,154.624,-5.41042
NA,solo1258,Multinesia,0,148.825,-5.86129
NA,solo1262,Multinesia,0,159.966938,-9.453975
NA,solt1234,North America,0,-96.96,16.54
som,soma1255,Africa,87,45,3
NA,somm1240,Multinesia,0,146.651,-6.07366
NA,somr1240,Eurasia,0,103.139,12.243
NA,somr1248,Africa,0,16.6784,9.65897
NA,somy1238,Africa,0,11.4826,6.90525
NA,sona1244,Eurasia,0,103.33,26.55
NA,sond1250,Africa,0,18.3555,-6.32223
NA,song1299,Africa,0,18.4978,-4.55057
NA,song1300,Africa,0,26.3477,-2.21871
sge,song1303,Africa,2,22,-6.833333333
NA,song1304,Africa,0,26.016,-4.01205
NA,song1305,Africa,0,21.4223,-3.81041
NA,sonh1238,Eurasia,0,81.21849,28.77817
snn,soni1259,Africa,25,-10.5,15
NA,soni1260,Multinesia,0,142.589,-6.42736
son,sons1242,Multinesia,31,132.25,5.333333333
NA,sooo1254,Eurasia,0,105.001,16.9081
so,sooo1256,Africa,57,34.75,2.583333333
NA,sopp1247,Multinesia,0,145.361,-5.49605
soq,soqo1240,Eurasia,16,54,12.5
sor,sora1254,Eurasia,26,84.33333333,20
srb,sorb1249,Eurasia,25,14,51.5
NA,sorb1250,Eurasia,0,94.315422,24.7473696
NA,sori1242,Multinesia,0,146.642,-1.98384
NA,sork1239,Eurasia,0,53.21897,35.45652
NA,sors1239,Multinesia,0,124.165,13.0426
NA,sosk1235,Multinesia,0,143.396,-3.99024
NA,sota1242,Multinesia,0,140.969,-8.40452
NA,sout1404,Africa,0,28.11864,-25.96551
NA,sout1439,Australia,0,146.885376,-42.988576
scr,sout1528,Eurasia,60,19,44
NA,sout1549,Eurasia,0,78.5936,19.6908
NA,sout1555,Eurasia,0,106.481,26.3902
NA,sout1556,Eurasia,0,106.308,25.3359
NA,sout2640,Eurasia,0,46.5976,32.8977
NA,sout2642,Eurasia,0,64,26
NA,sout2645,Eurasia,0,52.267,29.746
NA,sout2647,Eurasia,0,50.8382,30.4669
NA,sout2649,Eurasia,0,65.7,31.5
NA,sout2668,Eurasia,0,72.1702,33.2122
NA,sout2671,Eurasia,0,69.8734,34.8478
NA,sout2672,Eurasia,0,70.592042,34.66597
scs,sout2674,Eurasia,13,16.75,64.66666667
NA,sout2679,Eurasia,0,27,57.85
NA,sout2689,Eurasia,0,93.8042,6.82744
NA,sout2692,Eurasia,0,107.65424,12.06354
aso,sout2694,Eurasia,3,87,51
azi,sout2697,Eurasia,30,47,37.5
NA,sout2699,Eurasia,0,60.6907,36.6099
NA,sout2715,Eurasia,0,84.8511,28.106
NA,sout2718,Eurasia,0,84.9036,27.5722
NA,sout2719,Eurasia,0,103.101616,22.909678
NA,sout2722,Eurasia,0,103.306087,22.87312
NA,sout2728,Eurasia,0,103.384,31.5392
NA,sout2729,Eurasia,0,100.622,27.8408
NA,sout2730,Eurasia,0,100.289,25.519
NA,sout2732,Eurasia,0,94.6853,26.1178
NA,sout2734,Eurasia,0,87.3959,26.932
NA,sout2739,Eurasia,0,110.022,28.2368
don,sout2741,Eurasia,44,109,27
NA,sout2746,Eurasia,0,99.7031,6.85668
yko,sout2750,Eurasia,136,150.8333333,65.75
NA,sout2754,Eurasia,0,108.533,25.6618
NA,sout2755,Eurasia,0,106.561,26.0436
NA,sout2756,Eurasia,0,106.003,26.1803
NA,sout2770,Australia,0,148.7238073,-36.30008261
NA,sout2771,Australia,0,149.7169306,-37.06227181
NA,sout2774,Africa,0,6.32192,4.44235
kss,sout2778,Africa,13,-10.25,8.5
NA,sout2782,Africa,0,13.6164,9.51408
NA,sout2784,Africa,0,19.5939,2.5414
gbs,sout2785,Africa,25,14.96,4.7
NA,sout2787,Africa,0,21.051,2.94113
dga,sout2789,Africa,39,-2.666666667,10.5
NA,sout2790,Africa,0,-2.72672,9.2873
NA,sout2795,Africa,0,-2.14385,11.5186
tou,sout2797,Africa,24,-4.666666667,11
ses,sout2807,Africa,40,27,-28
NA,sout2808,Africa,0,29.048,-25.6272
grb,sout2826,Africa,123,-8,5
NA,sout2828,Africa,0,31.25,2.8735
NA,sout2832,Africa,0,28.0613,8.81115
NA,sout2833,Africa,0,30.3021,6.7307
NA,sout2834,Africa,0,31.285,7.02206
NA,sout2840,Africa,0,-4.26497,11.5409
NA,sout2844,Africa,0,-2.9052,12.713
erk,sout2856,Multinesia,34,168.4166667,-17.75
NA,sout2857,Multinesia,0,167.477,-16.5116
sea,sout2859,Multinesia,20,168.2166667,-16.3
NA,sout2866,Multinesia,0,-138.979,-9.75663
tns,sout2869,Multinesia,4,169.3333333,-19.56666667
NA,sout2877,Multinesia,0,146.409,-7.03751
NA,sout2883,Multinesia,0,129.8,-7.94359
NA,sout2892,Multinesia,0,128.547,-3.29102
nua,sout2895,Multinesia,47,129.1666667,-3.25
NA,sout2896,Multinesia,0,123.531,-8.49783
NA,sout2905,Multinesia,0,121.054,15.1841
NA,sout2908,Multinesia,0,121.068,17.2936
NA,sout2912,Multinesia,0,124.29,13.6989
NA,sout2916,Multinesia,0,117.36,8.67624
bjs,sout2918,Multinesia,1,118.5,4.5
NA,sout2920,Africa,0,47.82,-22.8
NA,sout2932,Multinesia,0,141.852,-3.41913
kti,sout2940,Multinesia,21,140.9166667,-5.75
NA,sout2941,Multinesia,0,139.538,-7.36301
NA,sout2943,Multinesia,0,145.883,-6.35337
kiw,sout2949,Multinesia,54,143.5,-8
NA,sout2954,Eurasia,0,129.28521,28.1955
NA,sout2956,North America,0,-132.008,53.2616
NA,sout2957,North America,0,-136.573,60.7823
NA,sout2958,North America,0,-124.452,53.1763
slv,sout2959,North America,2,-120,60
tws,sout2961,North America,2,-106.3333333,35
sps,sout2965,North America,3,-122.5,47.25
put,sout2969,North America,11,-113.3333333,37.83333333
NA,sout2971,North America,0,-107.578,27.0314
NA,sout2972,North America,0,-106.706,26.7282
NA,sout2973,North America,0,-97.12655,18.39688
tps,sout2976,North America,28,-104.5,23
NA,sout2977,North America,0,-104.688,23.2553
NA,sout2978,North America,0,-78.6971,51.4078
pso,sout2982,North America,83,-122.5,39
NA,sout2984,North America,0,-122.545,38.7643
mss,sout2985,North America,100,-120,37.5
mut,sout2986,North America,37,-121.5,36.83333333
NA,sout2989,South America,0,-57.945626,-23.427556
NA,sout2990,South America,0,-76.527,-3.32733
qco,sout2991,South America,16,-66,-17.5
NA,sout2992,South America,0,-76.9854,-9.30995
nmb,sout2994,South America,61,-59.5,-14
NA,sout2996,South America,0,-70.3442,-17.1417
pam,sout2999,North America,14,-99.5,22
NA,sout3000,North America,0,-97.7974,16.9887
NA,sout3001,North America,0,-97.9572,18.2123
NA,sout3002,North America,0,-97.01454,17.21219
zpi,sout3005,North America,1,-96.5,17.25
NA,sout3010,Eurasia,0,108.318,11.3003
NA,sout3051,Africa,0,14.1931,10.2809
apa,sout3123,Eurasia,6,35.25,32
NA,sout3125,Africa,0,48.1108,-20.8687
NA,sout3126,Eurasia,0,16.539127,40.147849
NA,sout3127,South America,0,-74.060306,-10.37875
NA,sout3129,Eurasia,0,100.89,23.847
NA,sout3210,Eurasia,0,99.33,23.5
NA,sout3226,Eurasia,0,69.085972,59.500948
NA,sout3236,Africa,0,35.51,9.98
NA,sout3241,Multinesia,0,117.75,4
NA,sout3250,Eurasia,0,108.093,23.011
NA,sout3251,Eurasia,0,106.473214,16.108419
NA,sout3253,Eurasia,0,65.5664,58.4362
NA,sout3257,Eurasia,0,103.828678,31.852418
NA,sout3261,Eurasia,0,47.565486,41.977226
NA,sout3274,Eurasia,0,157.430702,53.054427
NA,sout3305,South America,0,-59.048261,3.858056
NA,souu1238,Eurasia,0,106.54,14.687
NA,sowa1244,Multinesia,0,168.18653,-15.82653
NA,sowa1245,Multinesia,0,140.92,-3.28373
NA,soya1236,North America,0,-97.19211,17.5892
NA,soya1237,North America,0,-96.4946,18.2868
lse,span1263,Eurasia,2,-3,40
spi,spit1240,Eurasia,11,78,32.25
spo,spok1245,North America,6,-117.75,47.66666667
squ,squa1248,North America,112,-123.1666667,49.66666667
sra,sran1240,South America,8,-55.33333333,5.833333333
NA,sril1237,Eurasia,0,79.857,7.10588
NA,sril1245,Eurasia,0,79.864,6.91603
spa,stan1288,Eurasia,155,-4,40
ctl,stan1289,Eurasia,64,2,41.75
fre,stan1290,Eurasia,158,2,48
eng,stan1293,Eurasia,159,0,52
gbl,stan1295,Eurasia,1,13.33333333,52.5
mly,stan1306,Multinesia,4,102,3
ams,stan1318,Eurasia,30,42,25
sti,stie1250,Eurasia,34,106.75,11.83333333
ind,stin1234,Multinesia,153,106,0
tod,stod1241,Eurasia,16,77.25,32.41666667
sto,ston1242,North America,4,-116.5,53.75
lum,stra1244,North America,1,-122.6666667,48.7
ina,suab1238,Multinesia,38,132.0833333,-2.083333333
NA,suan1234,Eurasia,0,94.5803,25.4333
NA,suar1238,Multinesia,0,141.978,-4.95072
NA,suau1242,Multinesia,0,150.21,-10.6606
NA,suba1238,Africa,0,34.1033,-0.95719
NA,suba1252,Africa,0,34.268,-1.103296
sub,subi1246,Africa,8,24.91666667,-17.75
NA,subt1250,North America,0,-86.9166,12.4667
NA,suda1236,Africa,0,33.3179,17.8021
NA,suda1237,Africa,0,28.774,5.654
sud,sude1239,Multinesia,26,153.45,-11.5
sue,suen1241,Multinesia,93,147.55,-7.75
NA,suga1248,Africa,0,12.3779,7.12906
NA,suga1249,Multinesia,0,141.2,-4.5071
NA,sugu1243,Multinesia,0,117.176,6.14235
sui,suii1243,Eurasia,13,107.5,26
suk,suki1245,Multinesia,13,141.75,-8
sku,suku1259,Africa,7,17.66666667,-6
skm,suku1261,Africa,17,32,-2.833333333
NA,suku1264,Multinesia,0,146.34187,-6.28
NA,suku1272,Africa,0,13.6437,10.8933
NA,sula1248,Multinesia,0,125.9656,-2.30765
sul,sulk1246,Multinesia,47,151.9166667,-5.083333333
NA,sulo1237,Multinesia,0,122.551,11.2473
slg,sulu1241,Eurasia,5,93.25,28.33333333
NA,suma1264,Africa,0,17.0093,7.0953
NA,suma1269,Multinesia,0,143.239,-4.73083
NA,suma1270,Multinesia,0,145.474,-5.48556
NA,sumb1240,Africa,0,31.9457,-3.47335
NA,sumb1241,Multinesia,0,117.472,-8.71919
NA,sume1241,Eurasia,0,45.6667,31.3
sem,sumi1235,Eurasia,36,94.5,26
NA,sumt1234,Eurasia,0,93.8367,20.1238
NA,suna1241,Eurasia,0,78.4513,31.808
sun,sund1252,Multinesia,59,107,-7
NA,sunw1242,Eurasia,0,86.2476,27.5201
NA,suoy1242,Eurasia,0,104.136,11.936
sup,supy1237,Africa,148,-5.583333333,11.5
NA,surb1238,Africa,0,21.6243,13.1331
NA,surg1248,Eurasia,0,73.35,61.25
cai,suri1267,Africa,41,35.33333333,5.333333333
NA,suri1273,Multinesia,0,126,9
NA,surj1235,Eurasia,0,85.792,25.686
NA,surr1238,Africa,0,9.49007,9.47958
sur,surs1246,Multinesia,5,152.7666667,-4
NA,suru1258,Africa,0,8.27136,10.2254
NA,suru1261,South America,0,-48.588,-5.9271
NA,suru1262,South America,0,-61.2818,-11.0989
NA,suru1263,South America,0,-66.3146,-6.82525
NA,susq1241,North America,0,-76.208,41.169
sus,susu1250,Africa,18,-13,10
NA,susu1251,Multinesia,0,146.561,-7.19275
NA,suun1239,Africa,0,13.3212,-4.58488
NA,suwa1241,Multinesia,0,123.362,0.4907
NA,suya1243,South America,0,-53.0743,-11.5178
sva,svan1243,Eurasia,4,42.5,43
NA,swab1242,Eurasia,0,9.987111,48.386796
swa,swah1253,Africa,142,39,-6.5
cea,swam1239,North America,24,-90,56
swt,swat1243,Africa,24,31,-26.5
svt,swed1236,Eurasia,2,15,59
swe,swed1254,Eurasia,78,15,60
NA,swis1235,Eurasia,0,8.79111,46.3076
NA,swis1240,Eurasia,0,9.07557,47.1069
NA,swis1241,Eurasia,0,6.78425,46.72252
alt,swis1247,Eurasia,1,7.5,48.5
NA,syan1242,Africa,0,34.337012,1.280475
NA,sydn1236,Australia,0,150.3490464,-33.52925837
NA,sylh1242,Eurasia,0,92.25347,24.83724
NA,syri1242,Eurasia,0,92.9029,24.9437
tbw,taab1238,Africa,26,29.5,-8
tbs,taba1259,Eurasia,2,47.91666667,41.83333333
tbr,taba1263,Multinesia,4,127.25,1.5
NA,taba1264,North America,0,-93.0968,18.1713
NA,taba1265,North America,0,-93.5688,17.9371
cmy,taba1266,North America,41,-92.58333333,18.16666667
NA,taba1268,North America,0,-96.2777,17.2822
tbl,tabl1243,Multinesia,35,140.4166667,-2.45
NA,tabo1241,Multinesia,0,143.305,-8.09387
NA,tabr1243,Multinesia,0,143.593,-4.49162
tac,taca1256,South America,56,-68,-13.5
NA,taca1257,North America,0,-97.4537,16.9648
NA,tach1242,Africa,0,34.8298,0.6079
bch,tach1249,Africa,26,7,35
tas,tach1250,Africa,48,-5,31
NA,tacu1234,South America,0,-53.750438,-4.562946
NA,tada1238,Africa,0,2.32653,16.685
NA,tady1237,Multinesia,0,121.305,13.0211
NA,taee1237,Multinesia,0,120.139,-2.58205
NA,tafi1243,Africa,0,0.39875,6.79522
NA,taga1268,Multinesia,0,125.426,6.45338
tag,taga1270,Multinesia,145,121,15
NA,taga1272,Multinesia,0,125.175,6.9712
NA,taga1273,Multinesia,0,116.177,4.42907
bou,taga1278,Africa,1,5.333333333,31.91666667
NA,taga1279,Australia,0,142.96122717197,-18.1973276258
NA,tagb1255,Africa,0,27.71,7.76
tgb,tagb1258,Multinesia,1,118.5,9.5
NA,tagd1238,Africa,0,6.83992,16.1908
NA,tagi1240,North America,0,-134.799,60.242
NA,tagi1241,Eurasia,0,94.221711,27.986064
NA,tago1246,Africa,0,30.9306,12.0346
NA,tagw1240,Africa,0,-5.17372,8.67053
tgh,taha1241,Africa,20,10.16666667,25
tah,tahi1242,Multinesia,57,-149.5833333,-17.66666667
NA,tahl1239,North America,0,-130.052,58.4498
tap,taia1239,Multinesia,14,144.5,-4.083333333
NA,taid1247,Eurasia,0,102.928,18.9572
NA,taid1248,Eurasia,0,104.938,19.1801
NA,taid1249,Eurasia,0,104.625,20.4559
NA,taid1250,Eurasia,0,103.570496667,21.84898
NA,taih1245,Eurasia,0,104.225,19.1282
NA,taih1246,Eurasia,0,102.586,23.3088
NA,taii1241,Multinesia,0,144.66,-5.29223
NA,taik1255,Multinesia,0,140.7495,-2.9408
NA,tail1246,Eurasia,0,100.985,21.4293
NA,tail1247,Eurasia,0,102.407,20.045
NA,tail1248,Eurasia,0,95.0772,24.9041
NA,taim1252,Eurasia,0,88.53,69.52
NA,tain1252,Eurasia,0,99.722,21.7837
NA,tain1253,Multinesia,0,145.682,-7.40306
NA,tain1254,North America,0,-66.8042,18.2836
NA,taip1250,Eurasia,0,104.658,18.5562
NA,tair1256,Multinesia,0,145.732,-7.94866
NA,tait1248,Eurasia,0,104.933,19.66
dbd,tait1250,Africa,4,38.66666667,-4
tzi,taiw1241,Eurasia,2,121,24
NA,taiy1242,Eurasia,0,101.899,23.569
NA,taiz1242,Eurasia,0,45.6411,13.6555
NA,taje1237,Multinesia,0,120.078,-0.72583
taj,taji1245,Eurasia,42,70,38.66666667
NA,taji1246,Multinesia,0,120.01,-0.31553
NA,taji1248,Eurasia,0,67.3267,37.2176
NA,taju1238,Africa,0,-8.98904,5.50685
tts,take1255,Eurasia,15,49.66666667,36
tkl,take1257,North America,56,-123,42.5
tak,taki1248,Multinesia,32,146,-4.666666667
NA,takp1246,Eurasia,0,88.4254,28.1652
NA,taku1254,Eurasia,0,108.046,15.4299
NA,taku1257,Multinesia,0,157.032085,-4.773094
NA,takw1238,Africa,0,36.249,-16.2276
tld,tala1285,Multinesia,3,126.75,4.25
NA,tala1295,Africa,0,9.85457,10.233
NA,tali1257,Eurasia,0,106.102,16.5287
tal,tali1258,Africa,19,29.66666667,0.416666667
NA,tali1259,Multinesia,0,160.231,-9.76764
NA,tali1262,Multinesia,0,124.869,-1.79516
NA,tall1235,South America,0,-80.651093,-5.330824
NA,tall1250,Africa,0,9.50774,9.15354
jom,talo1250,Africa,13,30.5,10.58333333
NA,talo1251,Multinesia,0,119.35,-2.4525
NA,talo1252,Multinesia,0,122.872,-4.6478
NA,talu1238,Eurasia,0,101,26.4
taz,taly1247,Eurasia,2,48.66666667,38.75
NA,tama1328,Eurasia,0,95.1171,25.1566
tma,tama1331,Africa,36,22,14.5
NA,tama1335,Multinesia,0,112.975,1.00003
tmg,tama1336,Multinesia,7,139.25,-6.416666667
NA,tama1338,South America,0,-65.883,2.765
NA,tama1339,North America,0,-97.0998,17.1258
NA,tama1340,South America,0,-75.25,1.03332
tsk,tama1365,Africa,36,-2,20
NA,tamb1253,Multinesia,0,167.139,-15.5004
NA,tamb1257,Multinesia,0,118,-8.25
NA,tamb1267,Africa,0,9.32836,9.36039
tml,tami1289,Eurasia,83,78.5,11
NA,tami1290,Multinesia,0,147.732,-6.70017
NA,tamk1242,Africa,0,18.2295,11.4926
NA,tamn1235,Multinesia,0,139.233,-5.57962
NA,tamp1251,Eurasia,0,107.24544,13.56447
tmp,tamp1252,Africa,13,-0.583333333,10.41666667
NA,tamp1254,Multinesia,0,116.789,5.72467
NA,tana1281,Multinesia,0,145.757,15.237
NA,tana1288,Multinesia,0,133.18,-2.5523
tnj,tana1289,North America,2,-150,62
tnc,tana1290,North America,28,-143.5,63.5
NA,tand1253,Multinesia,0,134.532,-2.84228
NA,tand1256,Africa,0,45.9,-24.80155
NA,tand1258,Multinesia,0,126.186,8.9815
NA,tand1259,Multinesia,0,146.607144,-5.744131
NA,tane1237,Multinesia,0,166.97,-11.68
NA,tang1330,Eurasia,0,92.5073,22.3185
NA,tang1334,Eurasia,0,102.246464,38.894904
ngt,tang1336,Eurasia,42,94.5,25
NA,tang1347,Multinesia,0,166.958,-15.5643
tga,tang1348,Multinesia,6,153.2,-3.466666667
NA,tang1353,Multinesia,0,140.269,-5.13343
NA,tang1355,Multinesia,0,144.916,-4.4621
NA,tang1356,Multinesia,0,144.927,-4.57282
NA,tang1372,Eurasia,0,99.9,26.9
NA,tang1373,Eurasia,0,103.54273,35.803799
NA,tang1374,Eurasia,0,71.2542,38.2267
NA,tang1377,Eurasia,0,94.98,28.95
NA,tani1255,Multinesia,0,166.507,-11.2975
ret,tani1257,South America,66,-70.66666667,-0.5
NA,tanj1247,Africa,0,6.87432,9.40121
NA,tano1246,Africa,0,47.1357,-24.9186
NA,tanp1235,North America,0,-106.48861,31.75917
tsl,tanz1238,Africa,2,35,-6
NA,tanz1241,Africa,0,35.459,-11.779
NA,tapa1260,North America,0,-92.28,14.9
NA,tapa1262,South America,0,-67.6,7.65
NA,tape1236,South America,0,-40.3333,-4.99999
NA,tape1242,Multinesia,0,143.337,-4.77763
tpt,tapi1253,South America,31,-61.66666667,-19.75
NA,tapi1254,South America,0,-50.5438,-10.5373
NA,tara1303,South America,0,-36.1576346,-5.6988166
tao,tara1313,Eurasia,27,94.16666667,24.25
NA,tare1239,Eurasia,0,107.296,15.4928
tar,tari1256,South America,45,-69.16666667,1
brf,tari1263,Africa,38,-4,34.5
NA,tarj1235,Africa,0,13.157959,11.852298
tok,taro1263,Africa,13,10.08333333,9
see,taro1264,Eurasia,34,121.4166667,24.16666667
